167   20   8
168   15   5
169   2   0
170   58   20
171   109   39
172   159   53
173   78   31
174   23   10
175   341   132
176   7   2
177   62   23
178   14   6
179   2   0
180   166   63
181   2   0
182   46   17
183   2   0
184   181   74
185   444   166
186   391   158
187   57   24
188   53   18
189   59   20
190   139   58
191   345   123
192   278   103
193   431   161
194   85   34
195   75   32
196   89   40
197   330   135
198   135   53
199   2   0
200   64   25
201   36   14
202   62   24
203   2   0
204   91   35
205   60   20
206   51   22
207   48   17
208   354   134
209   343   134
210   153   58
211   2   0
212   2   0
213   128   48
214   50   18
215   247   88
216   202   72
217   158   64
218   2   0
219   23   10
220   2   0
221   2   0
222   2   0
223   174   72
224   100   37
225   2   0
226   2   0
227   39   16
228   167   61
229   2   0
230   134   51
231   2   0
232   2   0
233   12   5
234   2   0
235   44   18
236   178   73
237   267   105
238   2   0
239   9   2
240   86   32
241   129   50
242   2   0
243   56   21
244   59   21
245   395   154
246   59   23
247   547   209
248   419   159
249   171   70
250   2   0
251   48   14
252   2   0
253   2   0
254   334   125
255   219   88
256   258   104
257   372   148
258   135   53
259   141   53
260   38   15
261   2   0
262   68   30
263   149   56
264   2   0
265   2   0
266   85   34
267   131   52
268   56   19
269   2   0
270   49   19
271   64   21
272   45   16
273   91   39
274   2   0
275   84   32
276   233   94
277   17   5
278   287   112
279   136   57
280   2   0
281   298   109
282   382   147
283   38   16
284   58   21
285   2   0
286   438   166
287   169   66
288   65   27
289   2   0
290   353   134
291   213   80
292   88   31
293   349   127
294   2   0
295   13   3
296   72   27
297   421   162
298   2   0
299   5   2
300   50   16
301   81   32
302   43   16
303   105   40
304   64   21
305   65   28
306   479   175
307   495   193
308   8   3
309   2   0
310   2   0
311   98   36
312   45   16
313   2   0
314   2   0
315   69   26
316   193   72
317   43   18
318   22   7
319   2   0
320   45   20
321   20   8
322   130   54
323   2   0
324   106   36
325   2   0
326   2   0
327   67   25
328   2   0
329   109   38
330   73   28
331   41   16
332   98   33
333   46   21
334   55   20
335   133   54
336   2   0
337   111   40
338   2   0
339   38   16
340   37   14
341   46   19
342   61   23
343   41   15
344   49   20
345   42   16
346   50   18
347   244   93
348   2   0
349   213   83
350   39   15
351   102   39
352   2   0
353   35   13
354   120   46
355   55   20
356   2   0
357   135   49
358   16   8
359   137   51
360   297   115
361   81   37
362   5   2
363   2   0
364   94   42
365   40   17
366   36   13
367   78   30
368   54   19
369   53   20
370   2   0
371   45   17
372   36   15
373   246   91
374   31   11
375   2   0
376   142   57
377   114   47
378   266   100
379   409   160
380   110   46
381   45   15
382   99   37
383   172   63
384   23   9
385   2   0
386   3   1
387   46   17
388   143   53
389   4   2
390   53   20
391   16   6
392   2   0
393   70   29
394   326   129
395   101   43
396   2   0
397   367   136
398   56   20
399   41   16
400   3   1
401   64   25
402   189   81
403   124   50
404   17   5
405   132   56
406   62   24
407   127   44
408   2   0
409   118   45
410   61   18
411   149   59
412   2   0
413   56   22
414   27   9
415   86   30
416   143   54
417   2   0
418   2   0
419   236   93
420   48   20
421   184   69
422   2   0
423   75   31
424   2   0
425   62   26
426   2   0
427   2   0
428   83   32
429   45   18
430   25   8
431   295   114
432   47   16
433   49   20
434   115   45
435   237   89
436   40   15
437   47   18
438   2   0
439   2   0
440   17   8
441   35   13
442   44   20
443   10   4
444   157   63
445   91   33
446   109   41
447   59   24
448   387   141
449   10   4
450   182   62
451   57   26
452   4   1
453   157   67
454   44   19
455   22   9
456   182   69
457   214   80
458   26   9
459   2   0
460   21   10
461   134   51
462   49   18
463   28   11
464   2   0
465   78   29
466   54   22
467   372   136
468   418   158
469   117   45
470   2   0
471   133   54
472   2   0
473   47   16
474   2   0
475   225   88
476   293   116
477   44   16
478   83   35
479   2   0
480   21   9
481   2   0
482   50   17
483   57   22
484   279   107
485   55   21
486   39   16
487   30   11
488   2   0
489   54   24
490   4   1
491   178   68
492   9   4
493   227   77
494   199   72
495   18   8
496   319   125
497   88   33
498   178   64
499   31   14
500   49   22
501   13   4
502   14   5
503   2   0
504   378   159
505   275   103
506   223   94
507   2   0
508   40   16
509   21   4
510   68   26
511   2   0
512   64   22
513   101   39
514   226   87
515   42   13
516   57   21
517   201   74
518   97   39
519   65   26
520   2   0
521   78   28
522   28   10
523   2   0
524   2   0
525   2   0
526   2   0
527   33   15
528   111   49
529   139   49
530   335   130
531   22   7
532   8   3
533   344   130
534   93   35
535   31   12
536   284   107
537   59   18
538   2   0
539   94   39
540   284   112
541   44   20
542   4   1
543   41   16
544   2   0
545   225   88
546   46   15
547   168   68
548   201   75
549   61   22
550   35   15
551   70   22
552   101   44
553   2   0
554   41   16
555   231   83
556   55   21
557   40   16
558   2   0
559   391   155
560   51   21
561   51   25
562   2   0
563   8   3
564   91   34
565   246   90
566   47   19
567   55   17
568   525   197
569   148   55
570   66   27
571   2   0
572   138   48
573   185   70
574   112   42
575   75   27
576   2   0
577   53   17
578   62   22
579   242   91
580   27   8
581   428   159
582   51   18
583   363   132
584   2   0
585   30   12
586   21   6
587   37   16
588   329   124
589   23   10
590   2   0
591   14   6
592   41   15
593   338   125
594   115   41
595   55   24
596   31   10
597   117   45
598   2   0
599   2   0
600   2   0
601   2   0
602   5   1
603   159   58
604   2   0
605   398   152
606   142   51
607   59   25
608   7   3
609   4   2
610   2   0
611   131   51
612   2   0
613   65   26
614   104   40
615   43   12
616   3   1
617   52   22
618   2   0
619   60   23
620   161   55
621   218   85
622   423   163
623   60   20
624   66   19
625   125   47
626   65   24
627   251   91
628   139   52
629   68   20
630   448   177
631   13   5
632   2   0
633   5   2
634   54   20
635   2   0
636   39   18
637   347   136
638   2   0
639   69   25
640   239   85
641   2   0
642   97   35
643   51   20
644   39   12
645   2   0
646   2   0
647   69   28
648   2   0
649   56   20
650   5   2
651   137   54
652   45   18
653   41   15
654   2   0
655   27   11
656   77   27
657   170   67
658   4   2
659   2   0
660   395   148
661   99   40
662   403   152
663   2   0
664   38   14
665   160   64
666   359   134
667   2   0
668   88   30
669   132   49
670   8   3
671   34   12
672   21   8
673   201   69
674   2   0
675   54   21
676   243   93
677   212   78
678   4   1
679   2   0
680   2   0
681   2   0
682   123   48
683   65   24
684   92   36
685   60   23
686   2   0
687   2   0
688   245   91
689   68   25
690   51   15
691   175   67
692   233   85
693   2   0
694   2   0
695   2   0
696   3   1
697   2   0
698   13   4
699   5   2
700   288   107
701   93   34
702   397   150
703   123   43
704   63   27
705   295   109
706   375   147
707   8   4
708   75   24
709   500   184
710   141   51
711   23   9
712   62   22
713   111   38
714   54   19
715   22   8
716   2   0
717   20   7
718   45   19
719   2   0
720   371   152
721   153   57
722   50   21
723   2   0
724   14   4
725   13   4
726   62   26
727   336   128
728   345   132
729   139   51
730   319   123
731   168   61
732   2   0
733   135   51
734   235   96
735   66   23
736   269   108
737   140   54
738   21   8
739   2   0
740   26   9
741   2   0
742   32   12
743   2   0
744   58   21
745   2   0
746   54   21
747   2   0
748   105   41
749   74   29
750   61   24
751   25   10
752   316   130
753   88   32
754   49   20
755   2   0
756   160   65
757   2   0
758   3   1
759   113   47
760   168   66
761   2   0
762   16   6
763   133   54
764   97   35
765   81   28
766   50   16
767   117   46
768   2   0
769   259   101
770   104   39
771   258   99
772   167   64
773   49   19
774   183   70
775   457   183
776   68   29
777   89   35
778   53   19
779   53   20
780   2   0
781   38   15
782   357   128
783   2   0
784   2   0
785   58   25
786   438   167
787   2   0
788   77   27
789   60   20
790   16   6
791   16   5
792   16   4
793   2   0
794   106   41
795   23   9
796   40   14
797   2   0
798   2   0
799   52   20
800   2   0
801   49   18
802   2   0
803   56   17
804   111   38
805   23   7
806   26   10
807   54   21
808   4   1
809   190   77
810   49   18
811   251   89
812   191   75
813   411   147
814   94   37
815   2   0
816   3   1
817   130   49
818   431   162
819   87   35
820   23   8
821   29   12
822   241   89
823   52   16
824   85   31
825   239   96
826   51   18
827   98   38
828   2   0
829   43   17
830   2   0
831   2   0
832   2   0
833   2   0
834   31   12
835   17   7
836   86   32
837   226   83
838   53   21
839   33   12
840   119   41
841   75   30
842   62   25
843   2   0
844   53   24
845   43   18
846   137   49
847   112   43
848   2   0
849   69   27
850   453   168
851   127   48
852   150   55
853   49   21
854   2   0
855   365   140
856   136   48
857   66   25
858   67   23
859   34   11
860   150   56
861   114   42
862   57   24
863   51   17
864   2   0
865   2   0
866   25   9
867   62   22
868   2   0
869   296   122
870   346   131
871   2   0
872   85   34
873   72   26
874   39   12
875   314   121
876   203   74
877   42   17
878   248   90
879   54   21
880   2   0
881   67   27
882   269   108
883   323   114
884   77   32
885   2   0
886   2   0
887   12   4
888   40   12
889   46   17
890   23   7
891   32   12
892   76   28
893   193   72
894   39   16
895   2   0
896   8   2
897   171   64
898   24   9
899   152   66
900   78   28
901   61   22
902   2   0
903   8   4
904   2   0
905   69   29
906   4   1
907   17   8
908   50   18
909   55   18
910   2   0
911   88   24
912   142   52
913   141   53
914   2   0
915   2   0
916   2   0
917   491   186
918   46   18
919   2   0
920   106   40
921   40   15
922   388   138
923   29   12
924   60   23
925   392   152
926   40   14
927   372   134
928   17   6
929   7   3
930   2   0
931   63   22
932   2   0
933   20   8
934   40   13
935   48   18
936   2   0
937   453   174
938   48   15
939   349   135
940   497   182
941   164   57
942   45   16
943   64   20
944   2   0
945   19   9
946   2   0
947   113   43
948   2   0
949   56   17
950   32   14
951   246   95
952   90   33
953   123   45
954   53   21
955   108   40
956   20   7
957   85   32
958   30   11
959   4   1
960   305   113
961   289   117
962   23   7
963   131   52
964   21   9
965   2   0
966   3   0
967   65   24
968   44   16
969   61   22
970   38   14
971   2   0
972   57   18
973   57   23
974   59   25
975   26   9
976   244   95
977   281   110
978   262   94
979   228   85
980   2   0
981   105   44
982   384   147
983   4   1
984   2   0
985   53   17
986   105   43
987   102   42
988   159   62
989   59   21
990   105   34
991   6   2
992   92   41
993   34   12
994   85   35
995   76   30
996   69   23
997   2   0
998   574   226
999   59   20
